sex,row_number,liters_drunk,age,drink,check_number,label
Ж,99.0,4,48,Water,9173,1
Не указан,62.0,2,21,Strong beer,8466,1
М,27.0,1,54,Fanta,4565,1
М,3.0,4,42,Water,8923,1
М,83.0,4,17,Cola,8759,1
М,64.0,4,35,Strong beer,7248,1
М,79.0,2,23,Strong beer,9476,0
Не указан,78.0,4,51,Bugbeer,2739,0
М,54.0,5,23,Cola,1074,0
Не указан,,1,48,Beerbeer,8987,1
Ж,82.0,1,59,Water,1814,0
Не указан,74.0,2,36,Bugbeer,8149,1
Ж,22.0,4750200,80,Fanta,875,0
Ж,70.0,1,68,Beerbeer,3325,0
Не указан,42.0,0,20,Fanta,986,1
М,56.0,0,24,Strong beer,1186,1
Ж,21.0,3,50,Strong beer,2755,1
М,43.0,3,43,Beerbeer,9936,1
М,63.0,2,31,Cola,1432,0
Ж,71.0,2,27,Bugbeer,6715,1
М,52.0,1,17,Cola,2259,0
Не указан,53.0,2,38,Beerbeer,9708,1
Ж,40.0,2,21,Bugbeer,7799,1
Не указан,79.0,1,23,Beerbeer,2851,1
М,3.0,0,41,Water,5231,1
Не указан,86.0,3,31,Strong beer,229,0
Ж,18.0,2,11,Cola,2730,0
М,73.0,4,20,Cola,6093,0
М,85.0,1,57,Strong beer,2927,1
Не указан,84.0,-5,60,Cola,4560,1
Не указан,,3,28,Water,5853,0
Ж,60.0,4,12,Cola,8866,1
Ж,68.0,0,21,Strong beer,1778,1
М,46.0,-4,31,Water,6785,0
Ж,40.0,-1,75,Strong beer,4475,1
М,38.0,3,25,Strong beer,3667,1
Ж,55.0,2,15,Water,528,0
Не указан,50.0,0,77,Fanta,7145,0
М,68.0,1,43,Bugbeer,8806,0
Ж,46.0,0,50,Strong beer,2291,1
Ж,6.0,0,33,Cola,2057,0
Не указан,99.0,4,45,Fanta,3124,1
Не указан,2.0,4,18,Cola,8829,1
Не указан,45.0,5,65,Fanta,2072,0
М,0.0,1,49,Beerbeer,13,0
М,41.0,4,77,Strong beer,4747,1
Не указан,39.0,4,25,Strong beer,4730,1
Ж,,2,24,Fanta,6553,1
Не указан,61.0,0,55,Bugbeer,8960,0
М,9.0,4,34,Fanta,3706,1
М,23.0,1,53,Fanta,8606,1
Не указан,20.0,2,62,Water,2974,0
М,44.0,0,49,Fanta,9462,0
М,13.0,3,78,Water,2711,0
М,49.0,5,63,Beerbeer,6192,1
Ж,77.0,0,54,Beerbeer,2255,1
Ж,41.0,0,15,Fanta,8225,1
Не указан,39.0,1,43,Strong beer,1197,0
Не указан,46.0,3,33,Beerbeer,7313,1
Ж,78.0,0,65,Bugbeer,2354,0
Не указан,34.0,4,76,Fanta,6800,0
Ж,6.0,2,39,Cola,8696,1
М,91.0,2,77,Strong beer,7576,0
Ж,14.0,2,53,Fanta,2188,1
М,6.0,2,31,Fanta,5874,0
Ж,,3,21,Strong beer,2725,0
Не указан,45.0,5,58,Fanta,698,1
Ж,59.0,2,35,Beerbeer,663,0
М,17.0,1,62,Water,7853,0
Не указан,49.0,1,60,Strong beer,3593,1
М,81.0,5,35,Beerbeer,8739,1
Ж,22.0,4,33,Fanta,6499,1
Не указан,69.0,4,32,Bugbeer,6268,1
Не указан,53.0,4,16,Water,4184,1
Ж,80.0,0,68,Bugbeer,5194,1
Ж,10.0,4,58,Bugbeer,847,0
Ж,100.0,4,45,Beerbeer,4536,1
Ж,46.0,0,36,Strong beer,6317,1
Ж,50.0,3,73,Strong beer,7130,1
Ж,20.0,5,70,Beerbeer,7103,1
Ж,34.0,2,70,Cola,8000,1
М,83.0,95292252,71,Water,9574,0
Не указан,29.0,-2,22,Beerbeer,6073,1
Ж,44.0,5,42,Beerbeer,2821,1
М,51.0,-4,48,Water,6696,1
Ж,35.0,5,71,Bugbeer,2450,1
Не указан,6.0,1,29,Bugbeer,3600,0
Не указан,10.0,1,34,Fanta,9428,0
Ж,33.0,0,19,Cola,3544,0
М,91.0,4,76,Bugbeer,1514,1
Не указан,56.0,3,52,Fanta,678,1
Ж,62.0,2,12,Water,7523,1
Ж,83.0,0,79,Cola,6352,1
Не указан,70.0,5,51,Cola,279,0
Не указан,6.0,73233795,69,Fanta,6754,1
Ж,93.0,3,58,Bugbeer,2089,0
Не указан,42.0,2,60,Fanta,5331,1
М,62.0,-3,63,Beerbeer,7848,0
М,5.0,2,69,Bugbeer,2381,1
Ж,32.0,1,21,Bugbeer,390,0
Не указан,35.0,2,61,Bugbeer,209,1
Ж,5.0,-1,44,Strong beer,73,1
М,79.0,3,14,Cola,6508,1
М,21.0,1,43,Water,2881,1
Ж,14.0,5,75,Cola,802,0
М,94.0,2,68,Water,3093,0
Ж,,3,49,Strong beer,2533,0
Ж,7.0,18527313,53,Beerbeer,545,1
Не указан,32.0,1,74,Water,841,1
Ж,46.0,0,57,Bugbeer,6022,0
Ж,,-4,23,Fanta,5171,0
Ж,15.0,1,53,Fanta,7900,0
Ж,3.0,20539658,39,Beerbeer,2020,1
Ж,40.0,2,24,Bugbeer,167,0
М,33.0,1,26,Water,4356,1
М,20.0,0,57,Cola,3763,0
Ж,55.0,0,40,Bugbeer,3691,0
Ж,28.0,3,17,Cola,1752,1
М,36.0,1,79,Water,3347,1
Ж,79.0,4,30,Water,9347,0
Не указан,92.0,85602004,27,Strong beer,4511,0
Не указан,45.0,46233138,39,Bugbeer,450,1
Не указан,24.0,5,35,Beerbeer,7952,1
Не указан,28.0,4,65,Beerbeer,7144,0
М,25.0,4,22,Bugbeer,6276,1
Не указан,36.0,3,68,Water,5064,1
Не указан,61.0,2,70,Fanta,7822,0
М,76.0,2,14,Water,6816,1
Ж,31.0,0,49,Bugbeer,3191,1
Не указан,90.0,0,72,Bugbeer,4589,1
М,58.0,2,24,Cola,5739,1
Не указан,92.0,1,79,Strong beer,3987,1
Ж,77.0,0,71,Bugbeer,1874,1
М,55.0,2,27,Strong beer,2202,1
Не указан,77.0,0,43,Bugbeer,4551,1
Не указан,2.0,4,14,Water,25,1
Не указан,26.0,0,22,Beerbeer,3978,0
М,20.0,1,72,Strong beer,6737,1
М,18.0,5,21,Water,3531,1
Ж,83.0,1,45,Water,6398,0
Не указан,23.0,0,55,Bugbeer,8367,0
Не указан,28.0,4,46,Beerbeer,133,1
Ж,91.0,5,58,Water,6384,1
Ж,85.0,3,58,Beerbeer,3656,1
Ж,64.0,3,70,Strong beer,1882,1
Ж,27.0,1,13,Fanta,1717,1
Не указан,20.0,15947280,76,Strong beer,1297,1
Ж,35.0,0,25,Beerbeer,6678,1
Не указан,72.0,3,35,Bugbeer,7689,1
М,33.0,1,13,Fanta,8320,1
М,83.0,42342999,44,Beerbeer,3863,0
Ж,67.0,5,18,Water,7899,1
Не указан,57.0,5,67,Beerbeer,7579,1
Не указан,58.0,1,59,Fanta,4803,1
Ж,50.0,0,11,Water,2771,1
Не указан,36.0,0,13,Fanta,6641,1
Не указан,11.0,2,62,Water,7836,1
М,98.0,2,78,Beerbeer,5891,1
М,94.0,2,52,Water,8630,0
Ж,98.0,0,28,Strong beer,4428,0
Ж,55.0,2,33,Fanta,4644,0
Ж,25.0,4,23,Fanta,4675,0
Ж,,4,38,Cola,8243,1
Ж,54.0,2,57,Strong beer,7995,1
Не указан,58.0,4,73,Cola,1662,1
Ж,49.0,2,26,Water,236,1
Не указан,11.0,1,69,Water,5638,0
М,,3,20,Cola,4541,1
Не указан,8.0,5,15,Cola,7337,1
Не указан,100.0,0,23,Fanta,9921,1
М,52.0,0,20,Cola,9881,1
Не указан,39.0,0,67,Beerbeer,5795,1
Ж,95.0,3,34,Beerbeer,6646,1
Ж,26.0,59276872,46,Beerbeer,2883,1
Не указан,84.0,0,17,Fanta,4652,0
Не указан,36.0,2,25,Water,6749,0
Не указан,67.0,5,39,Water,1844,1
Ж,55.0,0,71,Strong beer,4020,1
Не указан,30.0,1,40,Strong beer,6304,1
М,94.0,3,17,Cola,4824,1
Не указан,57.0,2,74,Cola,5063,1
Не указан,56.0,0,44,Cola,4681,1
М,79.0,0,53,Bugbeer,6525,0
М,73.0,2,11,Fanta,5794,1
Не указан,37.0,3,46,Strong beer,4901,1
Ж,58.0,0,57,Beerbeer,753,1
Не указан,99.0,5,54,Strong beer,2467,1
М,0.0,51004062,34,Fanta,4573,1
М,99.0,3,35,Beerbeer,4651,1
Ж,55.0,2,35,Fanta,6637,1
М,52.0,3,51,Strong beer,5699,1
Ж,28.0,0,27,Fanta,9379,1
М,7.0,4,11,Cola,3712,1
М,,3,64,Fanta,1063,1
Ж,31.0,5,75,Fanta,5846,1
Не указан,21.0,2,19,Water,7825,0
Не указан,2.0,-4,70,Beerbeer,8074,1
Ж,14.0,1,19,Water,2772,1
М,49.0,0,30,Beerbeer,4181,0
Не указан,30.0,1,77,Water,6607,1
Не указан,21.0,97318823,80,Strong beer,8197,1
Ж,87.0,2,60,Beerbeer,5730,0
М,41.0,3,30,Bugbeer,2753,1
Ж,27.0,0,50,Water,9521,1
Ж,52.0,5,50,Bugbeer,8941,0
М,60.0,4,62,Beerbeer,4225,0
М,72.0,0,55,Water,8523,1
Не указан,64.0,3,41,Bugbeer,5734,1
М,67.0,1,37,Beerbeer,2664,1
Ж,43.0,2,20,Water,9027,1
Не указан,77.0,0,79,Cola,4392,1
М,86.0,3,62,Fanta,8927,1
Не указан,47.0,3,75,Fanta,5878,0
М,13.0,3,77,Water,9200,0
М,25.0,5,65,Bugbeer,708,0
Не указан,81.0,4,78,Beerbeer,9261,0
Не указан,47.0,4,72,Bugbeer,7455,1
М,99.0,1,44,Fanta,3001,1
Не указан,84.0,0,80,Bugbeer,1332,1
Не указан,55.0,0,43,Water,6471,1
Ж,56.0,4,29,Fanta,3957,1
Ж,30.0,189301,24,Water,9913,0
М,82.0,2,57,Strong beer,6929,1
М,,2,31,Beerbeer,2747,1
Ж,42.0,4,56,Water,9681,0
Ж,97.0,1,21,Fanta,3152,0
Не указан,91.0,64442153,27,Bugbeer,9959,0
М,86.0,1,14,Water,3128,1
Ж,7.0,0,25,Fanta,6332,0
Ж,4.0,5,39,Bugbeer,3147,1
Не указан,64.0,0,44,Strong beer,4985,0
Не указан,44.0,0,54,Water,9350,1
М,98.0,2,67,Bugbeer,2589,1
Ж,28.0,3,41,Bugbeer,9650,1
Ж,20.0,1,80,Bugbeer,3034,1
Ж,59.0,4,29,Strong beer,6067,1
Не указан,37.0,5,66,Beerbeer,925,0
М,16.0,0,14,Fanta,2143,1
Ж,58.0,-3,12,Cola,747,1
М,100.0,1,19,Water,5621,1
Не указан,62.0,5,45,Strong beer,9614,1
М,48.0,5,78,Bugbeer,779,1
М,9.0,0,58,Strong beer,7770,1
Не указан,80.0,1,10,Fanta,1025,1
Ж,5.0,1,11,Fanta,6850,1
М,99.0,0,30,Beerbeer,4417,0
М,63.0,4,20,Cola,5090,1
Ж,70.0,1,47,Water,820,0
Ж,92.0,3,66,Fanta,8448,1
М,93.0,2,18,Water,3242,1
Ж,0.0,1,76,Fanta,8261,1
Ж,1.0,3,61,Strong beer,1046,1
Ж,82.0,1,18,Water,6635,0
Ж,24.0,1,12,Cola,3915,1
Не указан,69.0,4,39,Beerbeer,4202,1
Не указан,12.0,5,43,Water,4781,1
Ж,15.0,4,40,Bugbeer,557,1
Ж,19.0,1,31,Water,1259,1
Не указан,11.0,5,10,Cola,3680,1
М,56.0,-6,34,Fanta,8616,0
Ж,94.0,0,39,Bugbeer,1700,1
Не указан,17.0,4,11,Fanta,7929,0
Не указан,,5,71,Fanta,759,0
М,85.0,5,33,Water,7129,1
М,2.0,1,44,Strong beer,4833,1
Не указан,30.0,0,48,Strong beer,1024,1
Не указан,86.0,1,26,Cola,903,1
Ж,41.0,2,27,Bugbeer,5769,0
Ж,69.0,2,72,Cola,6853,1
М,16.0,4,42,Fanta,577,1
М,11.0,2,68,Beerbeer,4564,0
Ж,1.0,5,70,Strong beer,5729,0
Ж,39.0,5,65,Cola,18,0
Не указан,59.0,1,35,Cola,30,1
Ж,59.0,2,30,Strong beer,8843,1
Не указан,28.0,4,63,Strong beer,8704,1
Ж,94.0,-3,42,Fanta,5010,0
Не указан,61.0,5,42,Bugbeer,4932,1
Не указан,50.0,2,23,Bugbeer,2439,1
М,76.0,4,73,Bugbeer,5191,0
М,64.0,59541070,50,Fanta,3504,0
Ж,51.0,0,46,Beerbeer,9725,0
Не указан,51.0,0,74,Strong beer,8147,0
Не указан,20.0,3,13,Water,120,1
М,68.0,4,64,Strong beer,6758,0
М,4.0,53690304,79,Strong beer,6049,0
Ж,44.0,1,71,Fanta,6209,1
Не указан,59.0,1189788,49,Bugbeer,8791,1
Не указан,7.0,2,13,Fanta,2319,1
М,47.0,23437780,43,Beerbeer,3725,1
Не указан,46.0,96345893,54,Beerbeer,9396,0
Ж,99.0,4,14,Water,5893,1
Не указан,100.0,3,80,Cola,1972,0
Ж,34.0,3,74,Bugbeer,6173,1
Ж,74.0,1,44,Strong beer,7609,0
Не указан,99.0,0,57,Cola,2425,1
Ж,10.0,1,48,Bugbeer,612,0
Не указан,39.0,-1,44,Bugbeer,857,1
М,35.0,2,28,Water,7120,1
М,44.0,1,24,Strong beer,4876,1
Ж,70.0,59534590,63,Beerbeer,5411,0
Ж,78.0,4,66,Fanta,6493,0
Ж,32.0,3,22,Water,8955,0
Ж,32.0,2,17,Fanta,2990,0
Ж,42.0,2,55,Strong beer,2131,0
М,46.0,4,56,Strong beer,53,1
Ж,42.0,1,77,Beerbeer,7947,0
Не указан,70.0,3,77,Fanta,1333,0
Ж,69.0,0,78,Strong beer,9512,0
М,49.0,4,16,Cola,2153,1
Ж,78.0,-6,62,Beerbeer,6509,0
М,34.0,0,72,Fanta,1990,0
Ж,10.0,5,33,Cola,8193,1
Не указан,64.0,3,55,Water,1500,0
М,38.0,3,31,Fanta,2650,1
Ж,48.0,3,34,Cola,8578,1
Ж,25.0,5,30,Cola,4647,1
М,2.0,0,25,Cola,674,1
М,52.0,5,65,Bugbeer,7945,1
Ж,72.0,5,25,Cola,5698,1
Ж,58.0,5,69,Bugbeer,1758,0
М,76.0,5,78,Water,7177,1
Не указан,94.0,4,57,Cola,4783,0
Ж,80.0,4,10,Fanta,3006,0
М,1.0,23154799,66,Strong beer,4514,1
Не указан,33.0,313164,73,Water,2133,1
Ж,,5,46,Strong beer,7072,1
М,67.0,0,62,Bugbeer,9813,1
М,100.0,4,53,Bugbeer,6947,1
Не указан,49.0,65129705,58,Beerbeer,3729,0
Ж,60.0,3,57,Strong beer,9244,1
Не указан,24.0,1,46,Cola,6797,1
Ж,24.0,0,48,Fanta,5152,1
Не указан,91.0,2,77,Bugbeer,988,0
Ж,68.0,3,14,Fanta,6399,1
М,44.0,3,13,Cola,5062,0
Ж,95.0,3,10,Water,182,0
Не указан,98.0,2,67,Bugbeer,5468,0
Не указан,29.0,4,75,Water,4636,0
М,85.0,1,62,Strong beer,449,0
Ж,43.0,4,39,Water,1153,0
М,99.0,0,49,Strong beer,3271,0
Ж,94.0,5,58,Water,6772,1
Не указан,92.0,0,10,Fanta,7208,1
Не указан,25.0,0,11,Fanta,294,1
Ж,2.0,0,76,Bugbeer,4664,1
Ж,89.0,3,26,Strong beer,1505,1
Ж,68.0,4,17,Fanta,635,1
Ж,93.0,0,59,Fanta,2557,1
Ж,51.0,0,16,Fanta,5854,0
Не указан,91.0,1,71,Water,7068,0
М,5.0,2,63,Beerbeer,7447,1
Ж,72.0,4,79,Bugbeer,2373,1
Не указан,98.0,4,53,Beerbeer,245,0
Ж,97.0,3,66,Bugbeer,9210,1
Не указан,83.0,5,33,Fanta,8211,0
Ж,9.0,0,33,Bugbeer,555,1
Ж,59.0,3,55,Water,2051,0
Не указан,65.0,3,61,Strong beer,3890,1
Не указан,27.0,4,37,Water,131,1
Не указан,62.0,2,48,Bugbeer,5827,1
Не указан,34.0,3,13,Water,5045,1
Ж,52.0,81089008,69,Cola,6300,1
Не указан,28.0,1,22,Strong beer,7240,0
М,3.0,3,47,Cola,3968,1
Не указан,71.0,0,60,Strong beer,3743,0
Ж,31.0,4,13,Fanta,4902,1
Ж,54.0,0,63,Strong beer,4360,0
Не указан,8.0,5,52,Fanta,4231,1
Ж,3.0,5,38,Beerbeer,5389,1
Не указан,75.0,2,48,Cola,2925,1
Не указан,95.0,0,18,Cola,8312,1
Не указан,20.0,3,56,Strong beer,194,1
М,64.0,2,46,Beerbeer,1783,0
Не указан,32.0,5,21,Bugbeer,6344,1
Ж,72.0,0,55,Fanta,8720,1
М,63.0,0,33,Fanta,1027,1
Ж,34.0,5,65,Water,8579,1
Не указан,85.0,1,52,Beerbeer,3382,1
Не указан,49.0,2,39,Cola,690,1
М,50.0,0,30,Fanta,5140,0
М,6.0,5,43,Beerbeer,6882,1
М,36.0,2,37,Water,503,1
М,16.0,4,38,Bugbeer,1082,1
М,34.0,5,43,Water,610,0
Не указан,,0,65,Fanta,7020,0
М,9.0,0,76,Fanta,3314,1
М,47.0,57393188,23,Beerbeer,9073,1
М,82.0,5,56,Bugbeer,6401,0
М,73.0,3,19,Fanta,1609,1
Не указан,68.0,36943248,73,Cola,3970,1
М,68.0,1,50,Water,2060,1
Не указан,31.0,2,37,Fanta,9954,0
М,61.0,4,43,Beerbeer,1706,1
М,67.0,4,11,Water,3825,1
Не указан,,2,49,Beerbeer,107,0
Ж,88.0,3,27,Strong beer,1813,0
М,28.0,3,26,Fanta,8570,1
Ж,93.0,-1,20,Cola,4118,1
М,87.0,4,65,Strong beer,3496,0
Не указан,51.0,1,68,Strong beer,1512,1
Ж,50.0,1,30,Cola,5905,1
М,,1,46,Fanta,2696,0
М,7.0,4,38,Bugbeer,677,1
Не указан,69.0,5,60,Cola,9088,1
Ж,45.0,4,51,Bugbeer,2486,0
Не указан,12.0,4,53,Cola,8686,1
М,38.0,5,23,Fanta,9730,0
М,64.0,1,42,Fanta,1537,0
Ж,99.0,1,50,Fanta,6516,1
М,76.0,1,23,Strong beer,5757,0
Ж,37.0,4,37,Strong beer,8997,1
Ж,41.0,2,79,Cola,1470,0
Ж,59.0,4,74,Cola,6679,0
Ж,36.0,0,12,Cola,3098,0
Ж,56.0,4,10,Water,1406,1
Ж,29.0,1,50,Bugbeer,8794,1
Не указан,97.0,5,77,Beerbeer,785,0
Не указан,98.0,5,80,Strong beer,6058,1
Ж,61.0,3,45,Cola,6645,0
М,80.0,2,43,Beerbeer,8411,0
М,21.0,1,62,Fanta,803,1
М,75.0,3,38,Fanta,9235,1
Ж,20.0,2,52,Fanta,4416,0
Не указан,57.0,0,21,Bugbeer,3591,0
Не указан,49.0,-6,13,Fanta,5885,0
Не указан,91.0,3,70,Strong beer,7326,0
М,53.0,0,25,Fanta,9294,0
М,19.0,3,71,Cola,7713,1
Ж,67.0,3,36,Strong beer,174,0
Не указан,27.0,5,62,Beerbeer,8337,0
Ж,81.0,-1,68,Fanta,9130,1
Ж,66.0,0,45,Bugbeer,9266,1
Ж,68.0,46971805,45,Strong beer,5470,1
М,70.0,2,76,Water,5770,1
Ж,13.0,5,39,Fanta,7772,1
М,10.0,1,72,Cola,6061,1
Ж,49.0,1,72,Bugbeer,5956,0
Ж,96.0,1,53,Strong beer,5778,0
Не указан,72.0,1,35,Beerbeer,4818,0
Не указан,0.0,0,14,Fanta,636,1
Ж,61.0,1,24,Bugbeer,4101,0
М,33.0,0,35,Fanta,5653,1
Ж,32.0,2,63,Strong beer,9230,1
Не указан,38.0,-6,71,Bugbeer,6041,0
Ж,17.0,1,73,Beerbeer,944,0
Ж,67.0,1,56,Strong beer,4655,1
Ж,8.0,2,17,Water,9842,1
Ж,44.0,4,30,Beerbeer,4624,1
М,75.0,0,13,Fanta,5153,1
Ж,54.0,3,47,Beerbeer,6558,0
Ж,1.0,0,56,Cola,9885,0
М,99.0,3,41,Strong beer,4289,0
Ж,,0,46,Water,4235,0
Ж,6.0,4,28,Fanta,4313,1
Ж,12.0,3,10,Water,9479,0
Не указан,61.0,1,24,Fanta,1173,0
М,75.0,3,59,Fanta,5224,1
Не указан,25.0,4,31,Strong beer,7353,1
Не указан,15.0,1,43,Beerbeer,4239,0
Ж,16.0,1,28,Water,3965,1
Ж,25.0,1,36,Bugbeer,6697,0
Не указан,30.0,5,65,Water,2675,1
М,9.0,3,64,Bugbeer,6449,0
Ж,0.0,5,18,Water,2474,1
Ж,60.0,5,59,Fanta,9305,1
М,11.0,1,59,Cola,3899,1
Ж,35.0,4,27,Water,5955,1
Не указан,34.0,4,56,Water,42,0
Не указан,77.0,0,31,Cola,7011,0
Не указан,61.0,3,61,Beerbeer,9932,0
Не указан,94.0,5,23,Cola,4297,1
М,,-3,53,Water,5628,1
Ж,95.0,0,26,Strong beer,7688,0
Ж,41.0,3,25,Water,9175,0
М,8.0,2,37,Cola,675,1
Ж,2.0,4,67,Strong beer,2320,1
Ж,91.0,0,14,Fanta,979,0
Не указан,84.0,0,31,Fanta,3511,0
Не указан,,2,54,Fanta,7397,1
Не указан,31.0,0,77,Fanta,3973,1
М,15.0,-5,39,Cola,2996,0
Ж,13.0,4,22,Water,9057,1
М,64.0,5,37,Bugbeer,1954,1
Не указан,98.0,4,32,Fanta,2093,1
Не указан,19.0,1,74,Fanta,1146,0
Не указан,74.0,0,66,Beerbeer,239,0
М,83.0,1,35,Strong beer,8085,0
Ж,37.0,2,46,Water,9322,1
Ж,20.0,4,37,Strong beer,893,1
Ж,44.0,2,16,Water,8210,0
Ж,25.0,2,17,Fanta,4439,0
М,83.0,5,32,Water,5300,1
Не указан,78.0,4,54,Water,7969,1
Не указан,77.0,5,57,Fanta,1969,1
Не указан,59.0,5,15,Cola,9065,1
М,6.0,2,21,Beerbeer,2916,1
Не указан,83.0,5,65,Bugbeer,947,0
Не указан,97.0,4,51,Bugbeer,1657,1
Не указан,8.0,5,49,Bugbeer,4447,1
Ж,41.0,0,30,Bugbeer,5526,1
М,13.0,3,15,Water,939,1
М,88.0,5,20,Water,9218,1
Не указан,46.0,3,77,Bugbeer,5146,0
Ж,85.0,1,71,Beerbeer,1174,1
Не указан,63.0,4,73,Cola,8093,1
М,54.0,1,46,Beerbeer,8180,0
М,99.0,3,56,Strong beer,258,1
Ж,76.0,4,73,Water,4275,0
М,2.0,3,73,Beerbeer,3796,0
М,21.0,5,46,Beerbeer,8774,1
М,60.0,2,29,Beerbeer,1362,1
Ж,79.0,1,72,Water,4993,1
Ж,43.0,5,24,Strong beer,8112,1
Ж,30.0,3,52,Water,685,1
М,75.0,5,80,Strong beer,9908,1
Не указан,,4,62,Water,4187,0
Ж,49.0,4,14,Cola,1159,0
М,9.0,0,54,Strong beer,5185,0
Ж,43.0,44480984,76,Water,6139,1
Не указан,14.0,5,78,Cola,1066,1
М,83.0,2,28,Strong beer,4768,1
М,20.0,0,37,Cola,3227,1
М,65.0,3,29,Strong beer,5104,1
Не указан,49.0,5,15,Cola,1696,1
М,39.0,4,20,Water,9208,0
Ж,27.0,5,57,Strong beer,9829,1
Ж,19.0,4,35,Cola,3287,1
Ж,84.0,5,47,Fanta,4855,0
Ж,,4,39,Water,3658,1
Не указан,59.0,5,70,Cola,8234,0
М,2.0,2,68,Water,8321,1
М,,5,28,Water,9649,1
Ж,46.0,1,50,Fanta,5226,0
Не указан,49.0,1,61,Strong beer,9226,1
Ж,25.0,3,73,Beerbeer,7546,0
М,72.0,0,23,Cola,4577,1
Не указан,7.0,1,29,Water,1646,1
Не указан,53.0,2,66,Beerbeer,56,1
М,93.0,3,21,Bugbeer,2437,1
М,16.0,1,37,Fanta,1810,1
Ж,21.0,3,61,Fanta,6433,0
Ж,28.0,5,14,Water,32,1
Не указан,13.0,2,70,Bugbeer,1595,1
Ж,16.0,4,65,Bugbeer,695,1
М,5.0,5,57,Strong beer,2099,1
М,36.0,5,79,Bugbeer,1309,1
М,71.0,1,34,Bugbeer,1621,1
Не указан,,97299190,66,Fanta,6271,0
М,8.0,44791908,32,Strong beer,9816,1
М,7.0,3,78,Fanta,2917,0
Ж,42.0,5,56,Beerbeer,3315,1
Не указан,69.0,3,73,Fanta,5981,0
М,7.0,3,38,Beerbeer,668,1
Ж,54.0,4,42,Strong beer,9940,1
Ж,45.0,3,67,Beerbeer,5539,0
Ж,32.0,1,43,Fanta,5067,0
М,89.0,78681533,60,Bugbeer,3459,0
Ж,9.0,1,47,Fanta,342,1
Ж,73.0,4,71,Fanta,4268,1
Ж,3.0,2,18,Cola,1315,1
Ж,23.0,2,40,Cola,746,0
М,0.0,1,71,Water,3355,0
М,23.0,2,80,Cola,4935,0
М,89.0,5,31,Cola,5270,1
М,18.0,3,71,Fanta,3599,0
Не указан,34.0,24908242,62,Water,6392,0
Не указан,99.0,3,52,Water,2754,1
М,42.0,1,45,Strong beer,3221,1
М,90.0,0,58,Cola,5960,0
М,25.0,0,12,Cola,2431,1
Не указан,69.0,2,58,Beerbeer,1382,1
Ж,26.0,1,21,Bugbeer,7261,1
Ж,46.0,2,45,Fanta,6844,0
М,91.0,1,61,Cola,5706,1
Ж,24.0,3,66,Strong beer,5488,0
Не указан,25.0,4,78,Cola,6301,0
Ж,6.0,1,43,Fanta,135,1
Не указан,100.0,3,44,Strong beer,2556,1
М,27.0,2,15,Cola,2519,1
Ж,70.0,0,76,Strong beer,9145,1
Не указан,58.0,5,61,Strong beer,6203,0
М,13.0,12169000,49,Beerbeer,2791,1
Ж,10.0,1,14,Fanta,188,1
Ж,25.0,35025361,33,Strong beer,7530,1
Ж,76.0,3,25,Strong beer,8246,0
Ж,91.0,4,21,Water,7705,1
Ж,6.0,0,15,Fanta,8732,1
М,77.0,4,77,Strong beer,586,1
Не указан,98.0,4,11,Water,5685,0
Ж,85.0,0,50,Strong beer,1227,1
Ж,18.0,0,58,Cola,36,0
Не указан,,5,25,Fanta,5680,1
Ж,89.0,0,43,Water,6985,1
Не указан,8.0,4,59,Cola,7301,0
Не указан,70.0,5,73,Beerbeer,1498,1
М,28.0,3,29,Water,694,1
М,6.0,46326480,16,Fanta,7085,1
М,55.0,0,11,Fanta,4007,0
Ж,,0,73,Bugbeer,5965,0
М,72.0,3,40,Strong beer,1420,0
М,,4,80,Bugbeer,8846,1
Не указан,64.0,-2,43,Bugbeer,8844,1
М,63.0,0,64,Bugbeer,2529,0
Не указан,24.0,3,28,Bugbeer,3211,1
Ж,63.0,2,74,Water,9762,0
М,,4,16,Water,9759,1
Не указан,33.0,3,66,Beerbeer,2568,1
Ж,43.0,2,43,Fanta,3199,1
Не указан,63.0,0,20,Fanta,5409,1
Ж,60.0,2,44,Fanta,6519,1
Ж,17.0,1,43,Bugbeer,1004,0
М,85.0,0,65,Beerbeer,4566,1
Ж,14.0,0,47,Water,168,0
Не указан,0.0,0,32,Beerbeer,8343,1
Ж,56.0,2,73,Beerbeer,8265,0
М,,4,66,Strong beer,8649,1
М,100.0,3,73,Cola,5234,1
Не указан,78.0,0,75,Strong beer,6608,0
Ж,16.0,4,47,Beerbeer,9087,1
Не указан,87.0,1,62,Fanta,2338,0
Не указан,81.0,53052320,67,Water,4180,1
Не указан,57.0,0,45,Bugbeer,2897,0
М,75.0,4,17,Water,8129,1
Не указан,49.0,4,38,Fanta,7687,1
Ж,43.0,3,12,Cola,4933,1
Не указан,76.0,0,64,Cola,5127,1
Не указан,23.0,4,73,Fanta,6970,0
Не указан,89.0,5,64,Beerbeer,2522,1
Не указан,75.0,0,79,Fanta,8839,0
М,32.0,2,42,Beerbeer,2786,0
М,67.0,5,67,Cola,6164,1
Ж,43.0,1,69,Fanta,5239,1
Ж,51.0,0,69,Strong beer,2081,1
М,78.0,2,68,Bugbeer,1510,0
Ж,87.0,1,54,Beerbeer,2950,1
Не указан,76.0,3,78,Water,8584,0
Не указан,41.0,3,74,Bugbeer,3561,0
Не указан,,13422264,77,Fanta,1277,0
М,89.0,1,60,Cola,76,1
